"id" ,"cnt","dteday"    ,"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed"
14231,3    ,"2012-08-21",3       ,1   ,8     ,3   ,0        ,2        ,1           ,1           ,0.56  ,0.5303 ,0.88 ,0
3097 ,132  ,"2011-05-13",2       ,0   ,5     ,22  ,0        ,5        ,1           ,2           ,0.52  ,0.5    ,0.83 ,0.2239
16203,304  ,"2012-11-12",4       ,1   ,11    ,20  ,1        ,1        ,0           ,2           ,0.52  ,0.5    ,0.77 ,0.2836
11811,67   ,"2012-05-12",2       ,1   ,5     ,7   ,0        ,6        ,0           ,1           ,0.42  ,0.4242 ,0.71 ,0.1343
3327 ,204  ,"2011-05-23",2       ,0   ,5     ,12  ,0        ,1        ,1           ,1           ,0.68  ,0.6364 ,0.69 ,0.3881
4837 ,84   ,"2011-07-25",3       ,0   ,7     ,10  ,0        ,1        ,1           ,1           ,0.82  ,0.803  ,0.59 ,0
10855,204  ,"2012-04-02",2       ,1   ,4     ,10  ,0        ,1        ,1           ,1           ,0.4   ,0.4091 ,0.5  ,0.5224
7356 ,1    ,"2011-11-08",4       ,0   ,11    ,2   ,0        ,2        ,1           ,1           ,0.32  ,0.3485 ,0.87 ,0
14713,40   ,"2012-09-10",3       ,1   ,9     ,5   ,0        ,1        ,1           ,1           ,0.5   ,0.4848 ,0.72 ,0.2537
658  ,77   ,"2011-01-30",1       ,0   ,1     ,17  ,0        ,0        ,0           ,1           ,0.3   ,0.2879 ,0.56 ,0.194
16912,136  ,"2012-12-12",4       ,1   ,12    ,10  ,0        ,3        ,1           ,2           ,0.3   ,0.303  ,0.56 ,0.1642
15338,30   ,"2012-10-06",4       ,1   ,10    ,6   ,0        ,6        ,0           ,1           ,0.54  ,0.5152 ,0.88 ,0.2537
13315,212  ,"2012-07-13",3       ,1   ,7     ,23  ,0        ,5        ,1           ,2           ,0.72  ,0.6515 ,0.45 ,0.1343
6016 ,20   ,"2011-09-13",3       ,0   ,9     ,5   ,0        ,2        ,1           ,1           ,0.56  ,0.5303 ,0.88 ,0
12944,276  ,"2012-06-28",3       ,1   ,6     ,12  ,0        ,4        ,1           ,1           ,0.84  ,0.7121 ,0.26 ,0.2836
643  ,29   ,"2011-01-30",1       ,0   ,1     ,1   ,0        ,0        ,0           ,1           ,0.14  ,0.2121 ,0.8  ,0
9085 ,108  ,"2012-01-19",1       ,1   ,1     ,10  ,0        ,4        ,1           ,1           ,0.14  ,0.2121 ,0.59 ,0
9315 ,96   ,"2012-01-29",1       ,1   ,1     ,0   ,0        ,0        ,0           ,1           ,0.3   ,0.2879 ,0.33 ,0.2239
6823 ,178  ,"2011-10-16",4       ,0   ,10    ,20  ,0        ,0        ,0           ,1           ,0.54  ,0.5152 ,0.52 ,0.4627
5016 ,220  ,"2011-08-01",3       ,0   ,8     ,21  ,0        ,1        ,1           ,1           ,0.7   ,0.6515 ,0.7  ,0.2537
14711,12   ,"2012-09-10",3       ,1   ,9     ,3   ,0        ,1        ,1           ,1           ,0.52  ,0.5    ,0.68 ,0.2836
3520 ,147  ,"2011-05-31",2       ,0   ,5     ,13  ,0        ,2        ,1           ,1           ,0.9   ,0.8333 ,0.39 ,0.1642
797  ,60   ,"2011-02-05",1       ,0   ,2     ,15  ,0        ,6        ,0           ,3           ,0.22  ,0.2727 ,1    ,0
3498 ,311  ,"2011-05-30",2       ,0   ,5     ,15  ,1        ,1        ,0           ,1           ,0.88  ,0.803  ,0.39 ,0.2537
12069,32   ,"2012-05-23",2       ,1   ,5     ,1   ,0        ,3        ,1           ,1           ,0.6   ,0.5606 ,0.83 ,0.1642
8910 ,2    ,"2012-01-12",1       ,1   ,1     ,2   ,0        ,4        ,1           ,3           ,0.36  ,0.3485 ,0.93 ,0.2537
16961,211  ,"2012-12-14",4       ,1   ,12    ,11  ,0        ,5        ,1           ,1           ,0.32  ,0.303  ,0.65 ,0.194
16463,357  ,"2012-11-23",4       ,1   ,11    ,16  ,0        ,5        ,1           ,2           ,0.48  ,0.4697 ,0.41 ,0.1045
7697 ,121  ,"2011-11-22",4       ,0   ,11    ,7   ,0        ,2        ,1           ,3           ,0.38  ,0.3939 ,0.94 ,0.2239
16132,199  ,"2012-11-09",4       ,1   ,11    ,21  ,0        ,5        ,1           ,1           ,0.34  ,0.3636 ,0.76 ,0
14875,94   ,"2012-09-16",3       ,1   ,9     ,23  ,0        ,0        ,0           ,1           ,0.54  ,0.5152 ,0.68 ,0.1045
11747,259  ,"2012-05-09",2       ,1   ,5     ,15  ,0        ,3        ,1           ,2           ,0.64  ,0.6212 ,0.53 ,0.1045
16366,257  ,"2012-11-19",4       ,1   ,11    ,15  ,0        ,1        ,1           ,1           ,0.44  ,0.4394 ,0.54 ,0.194
9806 ,369  ,"2012-02-18",1       ,1   ,2     ,12  ,0        ,6        ,0           ,1           ,0.36  ,0.3485 ,0.43 ,0.194
10632,69   ,"2012-03-24",2       ,1   ,3     ,2   ,0        ,6        ,0           ,1           ,0.54  ,0.5152 ,0.77 ,0.1045
15919,101  ,"2012-10-31",4       ,1   ,10    ,23  ,0        ,3        ,1           ,1           ,0.36  ,0.3636 ,0.57 ,0.0896
13169,201  ,"2012-07-07",3       ,1   ,7     ,21  ,0        ,6        ,0           ,1           ,0.88  ,0.7879 ,0.37 ,0.194
9842 ,41   ,"2012-02-20",1       ,1   ,2     ,0   ,1        ,1        ,0           ,2           ,0.24  ,0.2576 ,0.87 ,0.0896
10866,238  ,"2012-04-02",2       ,1   ,4     ,21  ,0        ,1        ,1           ,1           ,0.46  ,0.4545 ,0.28 ,0.1343
8350 ,142  ,"2011-12-19",4       ,0   ,12    ,13  ,0        ,1        ,1           ,1           ,0.34  ,0.303  ,0.49 ,0.3284
13594,247  ,"2012-07-25",3       ,1   ,7     ,14  ,0        ,3        ,1           ,1           ,0.8   ,0.697  ,0.29 ,0.1343
10662,89   ,"2012-03-25",2       ,1   ,3     ,8   ,0        ,0        ,0           ,2           ,0.4   ,0.4091 ,0.94 ,0.3284
7097 ,205  ,"2011-10-28",4       ,0   ,10    ,7   ,0        ,5        ,1           ,1           ,0.28  ,0.2727 ,0.65 ,0.2537
11258,120  ,"2012-04-19",2       ,1   ,4     ,6   ,0        ,4        ,1           ,2           ,0.4   ,0.4091 ,0.82 ,0.1045
15872,491  ,"2012-10-28",4       ,1   ,10    ,12  ,0        ,0        ,0           ,2           ,0.48  ,0.4697 ,0.59 ,0.4925
7320 ,320  ,"2011-11-06",4       ,0   ,11    ,14  ,0        ,0        ,0           ,1           ,0.46  ,0.4545 ,0.55 ,0.194
8287 ,106  ,"2011-12-16",4       ,0   ,12    ,22  ,0        ,5        ,1           ,2           ,0.3   ,0.303  ,0.49 ,0.1642
4010 ,60   ,"2011-06-20",2       ,0   ,6     ,23  ,0        ,1        ,1           ,1           ,0.62  ,0.5909 ,0.78 ,0.2537
4792 ,245  ,"2011-07-23",3       ,0   ,7     ,13  ,0        ,6        ,0           ,1           ,0.94  ,0.8788 ,0.38 ,0.1642
16545,5    ,"2012-11-27",4       ,1   ,11    ,2   ,0        ,2        ,1           ,2           ,0.32  ,0.3182 ,0.7  ,0.1642
9249 ,88   ,"2012-01-26",1       ,1   ,1     ,6   ,0        ,4        ,1           ,2           ,0.28  ,0.3182 ,0.81 ,0
1730 ,313  ,"2011-03-17",1       ,0   ,3     ,17  ,0        ,4        ,1           ,1           ,0.5   ,0.4848 ,0.42 ,0.194
8831 ,181  ,"2012-01-08",1       ,1   ,1     ,18  ,0        ,0        ,0           ,1           ,0.34  ,0.3182 ,0.46 ,0.2239
3388 ,16   ,"2011-05-26",2       ,0   ,5     ,1   ,0        ,4        ,1           ,1           ,0.64  ,0.6061 ,0.73 ,0.1343
14494,69   ,"2012-09-01",3       ,1   ,9     ,2   ,0        ,6        ,0           ,1           ,0.7   ,0.6515 ,0.7  ,0.1642
12605,357  ,"2012-06-14",2       ,1   ,6     ,9   ,0        ,4        ,1           ,1           ,0.62  ,0.6061 ,0.61 ,0.2239
2942 ,347  ,"2011-05-07",2       ,0   ,5     ,11  ,0        ,6        ,0           ,1           ,0.56  ,0.5303 ,0.43 ,0
9350 ,99   ,"2012-01-30",1       ,1   ,1     ,11  ,0        ,1        ,1           ,1           ,0.26  ,0.2576 ,0.38 ,0
961  ,174  ,"2011-02-12",1       ,0   ,2     ,15  ,0        ,6        ,0           ,1           ,0.34  ,0.303  ,0.29 ,0.4179
3124 ,47   ,"2011-05-15",2       ,0   ,5     ,1   ,0        ,0        ,0           ,2           ,0.52  ,0.5    ,1    ,0.1045
1054 ,117  ,"2011-02-16",1       ,0   ,2     ,15  ,0        ,3        ,1           ,1           ,0.46  ,0.4545 ,0.28 ,0.4179
15949,26   ,"2012-11-02",4       ,1   ,11    ,5   ,0        ,5        ,1           ,2           ,0.32  ,0.3182 ,0.66 ,0.1642
1272 ,8    ,"2011-02-26",1       ,0   ,2     ,3   ,0        ,6        ,0           ,1           ,0.22  ,0.2273 ,0.55 ,0.1343
9895 ,302  ,"2012-02-22",1       ,1   ,2     ,7   ,0        ,3        ,1           ,1           ,0.32  ,0.3333 ,0.76 ,0.0896
7553 ,137  ,"2011-11-16",4       ,0   ,11    ,7   ,0        ,3        ,1           ,3           ,0.46  ,0.4545 ,0.94 ,0
4911 ,186  ,"2011-07-28",3       ,0   ,7     ,12  ,0        ,4        ,1           ,1           ,0.84  ,0.803  ,0.53 ,0.2537
16656,297  ,"2012-12-01",4       ,1   ,12    ,18  ,0        ,6        ,0           ,2           ,0.34  ,0.3636 ,0.76 ,0
15598,16   ,"2012-10-17",4       ,1   ,10    ,2   ,0        ,3        ,1           ,1           ,0.38  ,0.3939 ,0.76 ,0
11871,304  ,"2012-05-14",2       ,1   ,5     ,19  ,0        ,1        ,1           ,3           ,0.58  ,0.5455 ,0.88 ,0.1343
13190,253  ,"2012-07-08",3       ,1   ,7     ,18  ,0        ,0        ,0           ,1           ,0.78  ,0.7424 ,0.62 ,0.1045
10500,521  ,"2012-03-18",1       ,1   ,3     ,14  ,0        ,0        ,0           ,2           ,0.5   ,0.4848 ,0.77 ,0.0896
3764 ,517  ,"2011-06-10",2       ,0   ,6     ,17  ,0        ,5        ,1           ,1           ,0.82  ,0.7727 ,0.52 ,0.2239
11151,459  ,"2012-04-14",2       ,1   ,4     ,19  ,0        ,6        ,0           ,2           ,0.6   ,0.6212 ,0.4  ,0.1642
17096,8    ,"2012-12-20",4       ,1   ,12    ,2   ,0        ,4        ,1           ,1           ,0.32  ,0.3485 ,0.66 ,0
16482,186  ,"2012-11-24",4       ,1   ,11    ,11  ,0        ,6        ,0           ,2           ,0.28  ,0.2576 ,0.41 ,0.2985
6517 ,3    ,"2011-10-04",4       ,0   ,10    ,2   ,0        ,2        ,1           ,2           ,0.4   ,0.4091 ,0.87 ,0
2124 ,62   ,"2011-04-03",2       ,0   ,4     ,8   ,0        ,0        ,0           ,1           ,0.34  ,0.3333 ,0.57 ,0.1642
16599,299  ,"2012-11-29",4       ,1   ,11    ,9   ,0        ,4        ,1           ,1           ,0.24  ,0.2879 ,0.6  ,0
6646 ,423  ,"2011-10-09",4       ,0   ,10    ,11  ,0        ,0        ,0           ,1           ,0.62  ,0.6212 ,0.53 ,0.0896
15666,190  ,"2012-10-19",4       ,1   ,10    ,22  ,0        ,5        ,1           ,1           ,0.5   ,0.4848 ,0.77 ,0.0896
4499 ,420  ,"2011-07-11",3       ,0   ,7     ,8   ,0        ,1        ,1           ,1           ,0.74  ,0.697  ,0.66 ,0.2836
3967 ,17   ,"2011-06-19",2       ,0   ,6     ,4   ,0        ,0        ,0           ,2           ,0.66  ,0.6212 ,0.74 ,0.1343
14377,36   ,"2012-08-27",3       ,1   ,8     ,5   ,0        ,1        ,1           ,1           ,0.62  ,0.5606 ,0.88 ,0
14132,88   ,"2012-08-17",3       ,1   ,8     ,0   ,0        ,5        ,1           ,1           ,0.68  ,0.2424 ,0.57 ,0.1642
8945 ,154  ,"2012-01-13",1       ,1   ,1     ,13  ,0        ,5        ,1           ,1           ,0.26  ,0.2121 ,0.33 ,0.5224
9624 ,113  ,"2012-02-10",1       ,1   ,2     ,22  ,0        ,5        ,1           ,2           ,0.32  ,0.3485 ,0.66 ,0
16538,371  ,"2012-11-26",4       ,1   ,11    ,19  ,0        ,1        ,1           ,1           ,0.34  ,0.3636 ,0.53 ,0
6342 ,383  ,"2011-09-26",4       ,0   ,9     ,19  ,0        ,1        ,1           ,1           ,0.66  ,0.6061 ,0.82 ,0.0896
6233 ,101  ,"2011-09-22",3       ,0   ,9     ,6   ,0        ,4        ,1           ,2           ,0.6   ,0.5    ,1    ,0.1343
16652,479  ,"2012-12-01",4       ,1   ,12    ,14  ,0        ,6        ,0           ,2           ,0.36  ,0.3788 ,0.71 ,0
12876,414  ,"2012-06-25",3       ,1   ,6     ,16  ,0        ,1        ,1           ,1           ,0.8   ,0.697  ,0.31 ,0.3881
5699 ,223  ,"2011-08-30",3       ,0   ,8     ,21  ,0        ,2        ,1           ,1           ,0.64  ,0.6061 ,0.65 ,0.0896
13607,8    ,"2012-07-26",3       ,1   ,7     ,3   ,0        ,4        ,1           ,1           ,0.66  ,0.6212 ,0.69 ,0.2239
8957 ,50   ,"2012-01-14",1       ,1   ,1     ,1   ,0        ,6        ,0           ,1           ,0.16  ,0.1515 ,0.47 ,0.194
8606 ,205  ,"2011-12-30",1       ,0   ,12    ,8   ,0        ,5        ,1           ,2           ,0.24  ,0.2576 ,0.75 ,0.0896
14434,301  ,"2012-08-29",3       ,1   ,8     ,14  ,0        ,3        ,1           ,1           ,0.76  ,0.6818 ,0.4  ,0.0896
3273 ,28   ,"2011-05-21",2       ,0   ,5     ,6   ,0        ,6        ,0           ,1           ,0.5   ,0.4848 ,0.82 ,0.1343
16760,9    ,"2012-12-06",4       ,1   ,12    ,2   ,0        ,4        ,1           ,1           ,0.24  ,0.2121 ,0.52 ,0.2836
12992,471  ,"2012-06-30",3       ,1   ,6     ,12  ,0        ,6        ,0           ,1           ,0.88  ,0.7727 ,0.3  ,0.2537
11607,522  ,"2012-05-03",2       ,1   ,5     ,19  ,0        ,4        ,1           ,1           ,0.7   ,0.6515 ,0.61 ,0.194
4986 ,293  ,"2011-07-31",3       ,0   ,7     ,15  ,0        ,0        ,0           ,1           ,0.92  ,0.7727 ,0.18 ,0.2985
15053,328  ,"2012-09-24",4       ,1   ,9     ,9   ,0        ,1        ,1           ,1           ,0.52  ,0.5    ,0.52 ,0.194
3913 ,151  ,"2011-06-16",2       ,0   ,6     ,22  ,0        ,4        ,1           ,3           ,0.62  ,0.5758 ,0.83 ,0.2537
8878 ,385  ,"2012-01-10",1       ,1   ,1     ,18  ,0        ,2        ,1           ,1           ,0.4   ,0.4091 ,0.4  ,0.1045
9495 ,248  ,"2012-02-05",1       ,1   ,2     ,12  ,0        ,0        ,0           ,2           ,0.26  ,0.2576 ,0.65 ,0.194
6536 ,166  ,"2011-10-04",4       ,0   ,10    ,21  ,0        ,2        ,1           ,1           ,0.5   ,0.4848 ,0.72 ,0.1343
10787,242  ,"2012-03-30",2       ,1   ,3     ,13  ,0        ,5        ,1           ,3           ,0.4   ,0.4091 ,0.5  ,0
11952,11   ,"2012-05-18",2       ,1   ,5     ,4   ,0        ,5        ,1           ,1           ,0.46  ,0.4545 ,0.77 ,0.1642
12981,58   ,"2012-06-30",3       ,1   ,6     ,1   ,0        ,6        ,0           ,3           ,0.64  ,0.5758 ,0.89 ,0.2239
2728 ,121  ,"2011-04-28",2       ,0   ,4     ,13  ,0        ,4        ,1           ,2           ,0.62  ,0.5758 ,0.83 ,0.2985
5873 ,4    ,"2011-09-07",3       ,0   ,9     ,4   ,0        ,3        ,1           ,3           ,0.56  ,0.5303 ,0.94 ,0.1642
14948,58   ,"2012-09-20",3       ,1   ,9     ,0   ,0        ,4        ,1           ,1           ,0.5   ,0.4848 ,0.63 ,0
15665,206  ,"2012-10-19",4       ,1   ,10    ,21  ,0        ,5        ,1           ,1           ,0.5   ,0.4848 ,0.77 ,0
15998,16   ,"2012-11-04",4       ,1   ,11    ,6   ,0        ,0        ,0           ,1           ,0.28  ,0.2879 ,0.61 ,0.1343
1525 ,75   ,"2011-03-08",1       ,0   ,3     ,21  ,0        ,2        ,1           ,1           ,0.3   ,0.2879 ,0.49 ,0.194
619  ,28   ,"2011-01-29",1       ,0   ,1     ,0   ,0        ,6        ,0           ,1           ,0.22  ,0.197  ,0.64 ,0.3582
2522 ,52   ,"2011-04-19",2       ,0   ,4     ,23  ,0        ,2        ,1           ,1           ,0.46  ,0.4545 ,0.88 ,0.0896
4173 ,591  ,"2011-06-27",3       ,0   ,6     ,18  ,0        ,1        ,1           ,1           ,0.74  ,0.6667 ,0.51 ,0
5107 ,330  ,"2011-08-05",3       ,0   ,8     ,16  ,0        ,5        ,1           ,1           ,0.8   ,0.7424 ,0.49 ,0.2537
2678 ,172  ,"2011-04-26",2       ,0   ,4     ,11  ,0        ,2        ,1           ,1           ,0.68  ,0.6364 ,0.65 ,0.3881
975  ,5    ,"2011-02-13",1       ,0   ,2     ,6   ,0        ,0        ,0           ,2           ,0.2   ,0.2121 ,0.69 ,0.1343
2794 ,33   ,"2011-05-01",2       ,0   ,5     ,7   ,0        ,0        ,0           ,2           ,0.42  ,0.4242 ,0.77 ,0.0896
6164 ,215  ,"2011-09-19",3       ,0   ,9     ,9   ,0        ,1        ,1           ,2           ,0.54  ,0.5152 ,0.68 ,0.1642
14275,140  ,"2012-08-22",3       ,1   ,8     ,23  ,0        ,3        ,1           ,1           ,0.64  ,0.5758 ,0.83 ,0
13485,72   ,"2012-07-21",3       ,1   ,7     ,1   ,0        ,6        ,0           ,2           ,0.62  ,0.5758 ,0.83 ,0.2537
1074 ,90   ,"2011-02-17",1       ,0   ,2     ,11  ,0        ,4        ,1           ,2           ,0.44  ,0.4394 ,0.44 ,0.2537
4943 ,206  ,"2011-07-29",3       ,0   ,7     ,20  ,0        ,5        ,1           ,1           ,0.86  ,0.7879 ,0.41 ,0.3284
10262,185  ,"2012-03-08",1       ,1   ,3     ,15  ,0        ,4        ,1           ,1           ,0.64  ,0.6212 ,0.38 ,0.6866
7933 ,3    ,"2011-12-02",4       ,0   ,12    ,4   ,0        ,5        ,1           ,1           ,0.22  ,0.2727 ,0.8  ,0
9443 ,441  ,"2012-02-03",1       ,1   ,2     ,8   ,0        ,5        ,1           ,1           ,0.24  ,0.2273 ,0.65 ,0.2239
13412,53   ,"2012-07-18",3       ,1   ,7     ,0   ,0        ,3        ,1           ,1           ,0.76  ,0.7273 ,0.66 ,0.1642
15320,468  ,"2012-10-05",4       ,1   ,10    ,12  ,0        ,5        ,1           ,1           ,0.72  ,0.6515 ,0.42 ,0.1642
12171,52   ,"2012-05-27",2       ,1   ,5     ,7   ,0        ,0        ,0           ,1           ,0.62  ,0.5606 ,0.88 ,0.1642
15032,776  ,"2012-09-23",4       ,1   ,9     ,12  ,0        ,0        ,0           ,1           ,0.56  ,0.5303 ,0.43 ,0.1045
2592 ,28   ,"2011-04-22",2       ,0   ,4     ,21  ,0        ,5        ,1           ,3           ,0.3   ,0.303  ,0.93 ,0.1642
7665 ,28   ,"2011-11-20",4       ,0   ,11    ,23  ,0        ,0        ,0           ,3           ,0.46  ,0.4545 ,0.88 ,0.0896
4776 ,190  ,"2011-07-22",3       ,0   ,7     ,21  ,0        ,5        ,1           ,1           ,0.82  ,0.803  ,0.59 ,0.0896
3093 ,398  ,"2011-05-13",2       ,0   ,5     ,18  ,0        ,5        ,1           ,3           ,0.52  ,0.5    ,0.88 ,0.1642
16101,182  ,"2012-11-08",4       ,1   ,11    ,14  ,0        ,4        ,1           ,1           ,0.44  ,0.4394 ,0.18 ,0.4179
1821 ,101  ,"2011-03-21",2       ,0   ,3     ,14  ,0        ,1        ,1           ,2           ,0.54  ,0.5152 ,0.64 ,0.2239
5748 ,179  ,"2011-09-01",3       ,0   ,9     ,22  ,0        ,4        ,1           ,2           ,0.66  ,0.6212 ,0.57 ,0.2239
3681 ,126  ,"2011-06-07",2       ,0   ,6     ,6   ,0        ,2        ,1           ,1           ,0.6   ,0.5758 ,0.78 ,0.1343
15219,483  ,"2012-10-01",4       ,1   ,10    ,7   ,0        ,1        ,1           ,1           ,0.44  ,0.4394 ,0.77 ,0.1642
13419,495  ,"2012-07-18",3       ,1   ,7     ,7   ,0        ,3        ,1           ,1           ,0.74  ,0.697  ,0.66 ,0.1642
7782 ,95   ,"2011-11-25",4       ,0   ,11    ,20  ,0        ,5        ,1           ,1           ,0.4   ,0.4091 ,0.58 ,0.0896
13521,626  ,"2012-07-22",3       ,1   ,7     ,13  ,0        ,0        ,0           ,2           ,0.7   ,0.6515 ,0.65 ,0.0896
3012 ,205  ,"2011-05-10",2       ,0   ,5     ,9   ,0        ,2        ,1           ,2           ,0.52  ,0.5    ,0.48 ,0.1045
1222 ,39   ,"2011-02-23",1       ,0   ,2     ,23  ,0        ,3        ,1           ,1           ,0.22  ,0.2576 ,0.55 ,0.0896
1465 ,9    ,"2011-03-06",1       ,0   ,3     ,8   ,0        ,0        ,0           ,2           ,0.4   ,0.4091 ,1    ,0.2985
7465 ,386  ,"2011-11-12",4       ,0   ,11    ,15  ,0        ,6        ,0           ,1           ,0.52  ,0.5    ,0.29 ,0.2836
15548,48   ,"2012-10-15",4       ,1   ,10    ,0   ,0        ,1        ,1           ,2           ,0.56  ,0.5303 ,0.73 ,0.2537
13395,526  ,"2012-07-17",3       ,1   ,7     ,7   ,0        ,2        ,1           ,2           ,0.74  ,0.697  ,0.7  ,0
1888 ,65   ,"2011-03-24",2       ,0   ,3     ,10  ,0        ,4        ,1           ,2           ,0.26  ,0.2273 ,0.93 ,0.3284
6943 ,143  ,"2011-10-21",4       ,0   ,10    ,21  ,0        ,5        ,1           ,1           ,0.42  ,0.4242 ,0.58 ,0.1642
16141,16   ,"2012-11-10",4       ,1   ,11    ,6   ,0        ,6        ,0           ,1           ,0.24  ,0.2576 ,0.93 ,0.0896
10896,3    ,"2012-04-04",2       ,1   ,4     ,3   ,0        ,3        ,1           ,1           ,0.44  ,0.4394 ,0.58 ,0.0896
6637 ,55   ,"2011-10-09",4       ,0   ,10    ,2   ,0        ,0        ,0           ,1           ,0.46  ,0.4545 ,0.88 ,0
7263 ,23   ,"2011-11-04",4       ,0   ,11    ,5   ,0        ,5        ,1           ,2           ,0.38  ,0.3939 ,0.87 ,0
4730 ,99   ,"2011-07-20",3       ,0   ,7     ,23  ,0        ,3        ,1           ,1           ,0.76  ,0.7424 ,0.75 ,0.2537
8991 ,165  ,"2012-01-15",1       ,1   ,1     ,11  ,0        ,0        ,0           ,1           ,0.16  ,0.1515 ,0.47 ,0.2239
15823,290  ,"2012-10-26",4       ,1   ,10    ,11  ,0        ,5        ,1           ,2           ,0.56  ,0.5303 ,0.78 ,0.1642
8264 ,114  ,"2011-12-15",4       ,0   ,12    ,23  ,0        ,4        ,1           ,1           ,0.52  ,0.5    ,0.63 ,0.3284
1531 ,3    ,"2011-03-09",1       ,0   ,3     ,3   ,0        ,3        ,1           ,1           ,0.24  ,0.2576 ,0.7  ,0.0896
17212,11   ,"2012-12-24",1       ,1   ,12    ,23  ,0        ,1        ,1           ,3           ,0.24  ,0.2879 ,0.93 ,0
10359,644  ,"2012-03-12",1       ,1   ,3     ,17  ,0        ,1        ,1           ,2           ,0.62  ,0.6212 ,0.38 ,0.4179
9661 ,124  ,"2012-02-12",1       ,1   ,2     ,11  ,0        ,0        ,0           ,1           ,0.12  ,0.1061 ,0.42 ,0.2985
4827 ,34   ,"2011-07-25",3       ,0   ,7     ,0   ,0        ,1        ,1           ,2           ,0.76  ,0.7273 ,0.7  ,0
274  ,56   ,"2011-01-12",1       ,0   ,1     ,20  ,0        ,3        ,1           ,1           ,0.16  ,0.1364 ,0.5  ,0.3284
12883,103  ,"2012-06-25",3       ,1   ,6     ,23  ,0        ,1        ,1           ,1           ,0.64  ,0.6212 ,0.33 ,0.3284
11143,564  ,"2012-04-14",2       ,1   ,4     ,11  ,0        ,6        ,0           ,1           ,0.52  ,0.5    ,0.45 ,0.194
1563 ,12   ,"2011-03-10",1       ,0   ,3     ,13  ,0        ,4        ,1           ,3           ,0.42  ,0.4242 ,0    ,0.2239
3712 ,136  ,"2011-06-08",2       ,0   ,6     ,13  ,0        ,3        ,1           ,1           ,0.9   ,0.8485 ,0.42 ,0
1967 ,137  ,"2011-03-27",2       ,0   ,3     ,18  ,0        ,0        ,0           ,1           ,0.3   ,0.2879 ,0.33 ,0.194
6329 ,113  ,"2011-09-26",4       ,0   ,9     ,6   ,0        ,1        ,1           ,2           ,0.62  ,0.5455 ,0.94 ,0.0896
5679 ,13   ,"2011-08-30",3       ,0   ,8     ,1   ,0        ,2        ,1           ,1           ,0.56  ,0.5303 ,0.68 ,0.1045
6310 ,361  ,"2011-09-25",4       ,0   ,9     ,11  ,0        ,0        ,0           ,2           ,0.66  ,0.6061 ,0.78 ,0.1343
5741 ,174  ,"2011-09-01",3       ,0   ,9     ,15  ,0        ,4        ,1           ,1           ,0.72  ,0.6667 ,0.51 ,0.1343
12213,14   ,"2012-05-29",2       ,1   ,5     ,1   ,0        ,2        ,1           ,1           ,0.7   ,0.6667 ,0.79 ,0.194
15094,17   ,"2012-09-26",4       ,1   ,9     ,2   ,0        ,3        ,1           ,2           ,0.58  ,0.5455 ,0.64 ,0.2836
1736 ,50   ,"2011-03-17",1       ,0   ,3     ,23  ,0        ,4        ,1           ,1           ,0.42  ,0.4242 ,0.62 ,0.2836
101  ,115  ,"2011-01-05",1       ,0   ,1     ,9   ,0        ,3        ,1           ,1           ,0.22  ,0.197  ,0.37 ,0.3284
4815 ,246  ,"2011-07-24",3       ,0   ,7     ,12  ,0        ,0        ,0           ,1           ,0.9   ,0.8636 ,0.45 ,0.1642
4441 ,169  ,"2011-07-08",3       ,0   ,7     ,22  ,0        ,5        ,1           ,2           ,0.66  ,0.6061 ,0.78 ,0.194
10758,654  ,"2012-03-29",2       ,1   ,3     ,8   ,0        ,4        ,1           ,1           ,0.46  ,0.4545 ,0.47 ,0.4179
13239,414  ,"2012-07-10",3       ,1   ,7     ,19  ,0        ,2        ,1           ,3           ,0.7   ,0.6667 ,0.74 ,0.2239
4184 ,21   ,"2011-06-28",3       ,0   ,6     ,5   ,0        ,2        ,1           ,1           ,0.66  ,0.6061 ,0.78 ,0
2779 ,464  ,"2011-04-30",2       ,0   ,4     ,16  ,0        ,6        ,0           ,1           ,0.58  ,0.5455 ,0.37 ,0.194
10797,123  ,"2012-03-30",2       ,1   ,3     ,23  ,0        ,5        ,1           ,1           ,0.36  ,0.3788 ,0.71 ,0
8696 ,2    ,"2012-01-03",1       ,1   ,1     ,3   ,0        ,2        ,1           ,1           ,0.16  ,0.1364 ,0.55 ,0.2836
2280 ,93   ,"2011-04-09",2       ,0   ,4     ,20  ,0        ,6        ,0           ,2           ,0.38  ,0.3939 ,0.87 ,0.1642
3645 ,363  ,"2011-06-05",2       ,0   ,6     ,18  ,0        ,0        ,0           ,1           ,0.7   ,0.6515 ,0.58 ,0.1045
12874,251  ,"2012-06-25",3       ,1   ,6     ,14  ,0        ,1        ,1           ,1           ,0.78  ,0.697  ,0.43 ,0.2537
9108 ,263  ,"2012-01-20",1       ,1   ,1     ,9   ,0        ,5        ,1           ,1           ,0.22  ,0.197  ,0.47 ,0.3881
9235 ,246  ,"2012-01-25",1       ,1   ,1     ,16  ,0        ,3        ,1           ,1           ,0.34  ,0.3333 ,0.53 ,0.1642
5157 ,229  ,"2011-08-07",3       ,0   ,8     ,18  ,0        ,0        ,0           ,1           ,0.72  ,0.697  ,0.74 ,0.0896
