id,cnt
6528,173
4708,11
3235,302
2108,196
6721,78
16966,417
12545,250
10212,164
980,112
15705,626
5771,149
8092,232
8519,97
8347,108
9646,63
16283,5
16307,7
14429,348
4378,312
1209,51
5880,10
14702,560
6188,69
13456,505
346,57
13293,59
13356,495
4946,116
15852,612
1624,13
14724,488
4889,127
5576,26
7924,228
3811,350
228,155
4075,275
414,32
7388,105
14736,9
6659,53
3142,231
13035,398
11099,211
16389,224
8597,45
2511,103
13867,87
8659,223
14746,255
7777,310
15693,117
10525,286
15097,36
5020,12
6113,22
3245,8
15608,332
11615,14
2170,38
566,225
14204,26
2521,112
11978,50
11819,590
11510,487
13096,551
7286,8
10603,374
6259,317
16986,453
14312,371
6244,563
14211,442
10850,24
6953,57
6878,3
4586,124
12449,313
5705,6
6791,456
12418,302
4676,545
10023,174
14877,21
7935,87
15853,618
7231,168
15680,703
13164,294
5099,454
5883,25
4230,9
4637,94
5513,225
16970,221
15079,218
10236,205
5743,628
12233,71
15689,296
14418,216
8495,91
4839,67
8724,152
12162,204
15311,16
2665,106
16584,563
1334,45
13664,487
2527,9
10536,10
6789,322
2993,162
12836,163
9886,100
3937,175
4598,210
4818,238
137,52
11310,482
8833,126
14657,301
1121,106
7064,135
27,9
8702,153
3415,7
15837,146
8386,11
11029,391
7102,213
4566,6
492,84
5530,344
13862,229
10704,7
6415,273
4830,4
16319,469
13874,141
7259,17
5926,29
10579,251
15149,426
12197,263
2956,64
15911,230
4684,13
2414,136
13731,513
15435,507
9862,98
13019,345
1141,2
5590,272
1249,2
5882,11
4887,169
3848,26
2140,6
950,4
5438,165
1137,17
10971,19
8488,5
12174,424
11675,571
8771,70
11262,189
3991,3
5836,357
6994,32
10041,232
14473,29
10403,254
10413,91
15725,360
15600,4
9664,111
8775,116
10729,5
6607,197
5415,173
4788,132
13426,170
1917,122
4035,33
5529,114
518,65
7796,141
4133,87
3883,312
10509,46
5611,343
13780,739
16290,218
16875,245
1035,145
13085,293
6025,190
7811,44
17190,12
13430,643
14499,66
16826,182
15403,69
511,28
1684,225
4581,578
13875,407
12516,508
11185,38
15795,495
10711,267
13266,244
15324,634
5907,139
16943,550
1345,107
16526,365
15941,267
1026,52
2694,7
229,95
9107,425
10518,579
10928,268
7668,3
15049,37
945,53
7144,10
15727,211
11368,203
9375,194
1021,4
4764,208
5056,144
2912,16
10197,78
14794,274
4693,141
12245,305
5821,104
13793,342
1333,80
4663,4
7011,614
4229,8
12344,684
7278,186
12986,42
3701,7
10411,288
11257,30
519,55
10703,5
16591,29
12678,436
1359,63
5823,54
6454,132
16576,322
2039,72
8515,100
8416,186
10158,23
10029,195
12521,253
12227,256
1494,77
8354,378
3446,349
1770,140
9761,53
13198,5
4309,264
11740,622
16795,220
9667,87
1945,138
1922,81
4736,18
15542,453
4157,6
8502,17
9476,67
6182,3
17296,222
13163,306
17041,340
14350,116
10836,561
15634,285
17312,3
1529,4
10829,84
3140,392
7192,93
2068,6
10016,528
12674,23
15808,347
15191,58
5384,28
6178,68
3036,203
4385,163
2357,2
7792,10
7140,50
1291,46
12642,321
10948,246
16428,8
11516,48
14981,383
2207,232
3605,59
9901,190
1742,36
6723,55
8574,28
6950,8
10198,31
17226,126
8447,200
3394,286
4475,92
15649,36
11802,234
16601,163
379,5
12079,197
14748,536
3222,4
6274,148
14914,143
9261,406
8173,3
7964,275
16368,619
15015,407
15012,680
4981,254
521,50
10895,5
7260,10
3202,274
14660,150
15450,197
3243,48
15148,705
6724,251
8404,209
1246,9
7281,89
10602,424
1912,68
13652,191
6540,11
9114,156
2520,122
10456,408
862,243
5038,454
7379,10
13304,379
12961,45
2322,141
11664,16
8613,292
5169,95
3390,4
14059,128
5645,469
12284,86
4360,203
1421,89
6513,91
3038,141
234,12
1634,250
3648,165
2656,203
1394,220
12065,261
4893,541
14403,269
12016,274
10284,224
1805,49
7341,128
880,3
10520,184
16622,729
14106,226
13742,857
2799,281
16954,10
15222,179
11723,134
6546,301
14464,471
5150,269
9412,17
13499,380
11776,374
9163,155
9001,72
181,30
2285,37
12204,501
11944,446
8854,152
15846,479
5783,201
1686,88
9213,423
16097,161
10113,132
2239,1
3439,4
6510,315
7995,171
269,49
7646,12
15445,948
642,33
7600,71
11048,239
9178,122
13902,250
3065,191
13101,30
8718,3
7615,111
6369,121
13658,50
16084,256
123,219
671,37
7587,399
9803,138
555,108
14906,167
5113,188
11490,83
4473,25
9393,67
10963,158
12914,200
4363,281
4439,250
7536,147
8052,3
6423,8
11713,20
6647,455
13540,738
15929,331
5583,41
1495,96
14206,5
4128,202
3503,237
15811,135
8367,72
6014,4
444,84
14901,5
14665,15
2450,35
14614,8
6938,302
12228,393
13522,616
13616,279
5111,291
3158,185
1160,4
10447,312
2147,157
11305,1
392,60
17131,240
9102,4
10771,224
8885,7
2166,5
11226,162
9563,253
9909,239
16123,262
9933,222
16703,708
4256,30
1640,77
13699,100
10337,258
16529,147
14337,517
214,3
16285,130
3455,196
12830,481
16624,169
11980,195
579,58
58,61
9043,219
3593,240
1807,24
15640,387
10452,202
14842,715
16328,95
12211,82
10200,6
307,17
1290,68
10843,134
15182,594
2297,263
9074,38
12124,583
11796,525
11397,25
6556,591
2437,22
540,57
10710,581
14190,425
10916,131
1323,142
14357,263
6226,95
10216,446
16671,172
9515,277
6320,137
3250,319
16287,711
15404,31
1796,228
9926,192
8599,20
5137,120
2691,27
16510,245
16763,32
15001,17
15878,154
13008,4
9852,208
9422,105
11699,262
2442,78
5374,376
12489,585
6619,103
4131,115
11875,75
6519,7
15536,562
13856,491
13508,113
16793,203
14754,216
15745,50
1535,141
12613,867
13305,374
14612,65
17298,261
1700,75
11137,7
11046,319
190,1
11961,395
7033,234
3138,459
7200,150
6201,148
13934,862
16380,34
4387,275
14170,598
9655,3
9873,217
77,179
4001,175
14454,234
10802,8
7027,223
10565,372
9992,59
7521,61
11325,73
7084,240
9184,37
14447,5
1879,3
2829,518
3458,125
12652,204
14542,40
2094,21
4509,472
10395,27
9722,22
5457,24
8365,4
4125,307
13478,622
2417,163
10434,330
13204,455
7271,194
4958,317
4301,69
16387,313
11196,358
9157,129
7595,10
2284,53
2558,133
441,143
14988,567
2939,115
12752,180
14419,109
10244,188
2002,50
12142,64
10897,1
4504,141
10560,10
12916,687
17142,31
7571,5
11513,204
5379,24
16654,443
12769,40
13973,220
7979,62
8000,45
7769,35
1464,5
8150,6
11206,4
11149,560
3619,440
12940,617
2406,3
16384,326
711,16
2325,383
13638,231
8268,5
13162,308
7376,108
5838,284
11798,596
175,102
169,9
10496,351
4583,348
6146,365
15422,784
15304,441
11107,94
16348,110
16751,605
5335,5
9198,3
13193,207
8229,144
455,31
8553,7
15812,71
4398,4
9572,167
1515,78
2813,35
12887,9
13908,445
505,18
9557,1
11673,565
13913,317
8808,215
16621,352
15045,18
13393,38
12403,113
4069,127
3554,69
933,64
9915,6
7873,151
13720,462
10439,26
16493,76
1050,66
9024,90
5571,52
2177,56
3626,150
2842,265
6862,147
7026,408
5564,567
5369,182
17128,154
6414,384
1124,155
7598,5
16176,493
11443,112
349,39
5792,339
14943,611
4059,49
7448,91
14162,27
2576,16
15931,170
5024,21
12112,398
11250,162
10109,92
12072,3
9306,410
14798,852
16237,146
4055,282
17346,160
2512,129
16330,46
16031,231
11116,563
6316,420
4864,182
12042,142
4365,496
3766,306
11433,197
3092,491
15199,591
259,5
12931,159
3183,153
14213,357
11290,394
7151,345
14068,618
8395,89
14829,109
3298,40
4353,94
16172,686
8362,6
6788,207
509,2
3948,218
3892,17
15864,20
9861,126
7805,146
15299,325
10401,220
12332,169
11197,712
6128,170
13639,251
9673,23
9987,21
15087,539
1665,47
17355,49
11572,666
676,48
17364,196
1404,167
5605,123
2643,12
17073,5
3916,23
3910,327
11951,14
5815,376
10946,23
11280,3
128,67
15653,389
13334,351
17300,250
1424,95
7554,232
5850,21
1314,69
6733,4
11775,553
16565,97
16931,33
5221,113
2793,13
10954,411
8464,10
3555,42
5282,151
12012,577
11928,16
7750,150
16676,473
3217,117
14144,365
15569,206
9136,76
14266,266
8546,90
6134,36
8428,142
6093,140
4825,98
15522,189
9639,235
13034,136
2057,68
10553,555
669,2
8324,188
12665,290
5497,134
9609,230
11785,26
15210,91
9532,4
8285,152
2895,196
10248,21
844,60
5854,185
12187,96
10997,84
1120,55
15960,421
2743,6
15589,943
8024,62
7654,304
16492,75
3165,453
13777,41
9601,84
4912,152
9120,104
11234,134
13778,183
11318,416
12710,642
13632,8
541,70
14414,818
6260,111
845,50
11992,315
5329,39
2405,18
7431,13
2309,4
11479,358
2677,120
10145,303
5,1
856,2
11159,45
6123,305
2376,117
8339,3
12552,4
5279,287
1889,71
13291,211
13893,18
318,159
13279,215
11338,53
17046,18
7535,153
12958,18
4038,7
11555,234
5040,254
7558,54
16020,16
5392,176
7283,62
6991,99
8585,122
4525,123
10033,6
10304,148
6780,73
12048,7
13995,62
10375,342
17222,32
11953,34
8873,178
6873,137
16248,583
3024,203
4494,10
5655,20
1266,63
1702,99
8085,156
3253,148
7846,162
10580,197
14436,493
8317,1
3432,151
8810,140
12193,9
10357,233
7850,468
8373,175
16828,160
9250,239
454,56
11408,269
1875,22
255,19
953,11
9200,26
10987,182
9442,226
552,1
4608,261
2535,145
9630,4
13535,2
57,51
11960,360
8472,97
4333,280
7228,479
6064,31
1647,3
11741,325
210,5
13214,872
2368,61
2112,85
439,101
14169,644
2281,75
9391,1
17024,5
817,117
6879,3
1855,11
5017,137
6403,431
8506,7
11548,557
11809,13
9330,310
12844,141
9830,255
4617,37
10919,18
16373,113
6303,8
10103,46
10780,86
9753,288
13289,373
115,19
13240,84
12535,202
5323,292
8985,5
7279,123
4885,114
2713,129
15452,42
2217,6
16229,135
17365,157
8007,90
11326,56
878,17
12899,317
15384,7
13752,4
15513,670
15893,64
16455,94
15818,144
9636,166
5722,289
4014,2
7560,61
5682,6
16435,262
11061,30
13545,240
5997,129
2856,225
9386,63
2237,9
10311,390
15571,81
5270,156
13628,97
8059,33
10798,92
12141,82
16475,3
11854,2
16385,176
5515,320
15377,113
6977,21
9679,17
9328,316
10923,126
15104,316
1352,79
9321,5
1392,35
7541,286
11847,339
11470,57
16928,8
8446,194
5544,211
3002,61
5443,327
11790,210
1508,2
11420,43
3741,466
6871,227
4989,304
14271,580
5643,431
14217,291
6103,225
761,1
16804,165
12215,3
4135,11
8303,237
6432,266
13912,448
681,86
6921,90
3317,5
12494,451
12766,18
4242,240
5893,14
16688,10
15564,447
11806,56
15448,392
11554,204
3293,68
12775,161
2298,281
8144,66
932,44
8214,139
1197,82
7641,93
3533,3
5394,159
8050,13
5974,334
11483,408
7424,89
5521,153
11385,224
7209,72
17255,35
12230,710
10253,109
2716,20
1236,69
9984,70
15257,289
15772,801
15245,86
13696,303
2812,114
16064,283
15303,534
9772,12
4661,10
14771,318
2597,17
13149,71
32,8
384,64
16723,272
251,51
7810,46
10458,235
13661,337
8296,20
7158,92
15202,612
3718,384
811,1
6663,6
1242,89
9082,206
3821,10
7055,82
15493,837
6294,308
11689,23
2205,356
8668,66
8252,135
12398,790
10211,138
14475,421
4977,13
12087,376
1704,101
8705,74
9637,183
6739,209
1436,20
3082,157
11031,646
12139,166
10781,289
12881,331
8002,12
4588,20
10364,133
1232,57
8733,131
7904,50
8345,397
4213,126
2620,54
7359,18
2328,158
5209,155
16033,638
2750,157
17214,13
9064,130
1459,39
6112,5
9872,464
5435,398
17285,9
12440,336
4974,50
13876,605
15509,266
8401,101
3757,111
4527,163
3513,109
12280,479
7746,46
10288,566
1343,2
7584,110
7788,23
1659,107
820,161
340,129
4522,330
2088,77
3717,459
2827,269
3897,112
4599,238
3497,327
4543,5
1731,310
11493,42
6642,44
13329,591
5181,529
2836,14
10702,10
13076,159
688,17
9650,21
11422,13
53,64
10011,2
4957,261
1719,51
6493,4
6544,32
15758,826
11400,6
4530,148
3793,190
12684,580
10166,334
11341,27
5214,4
320,92
9220,13
14290,305
7823,313
11111,11
13079,32
15289,39
14122,248
6026,180
11603,283
3585,106
7798,309
1192,86
5649,387
14689,55
5780,23
10868,66
6257,104
12123,359
2020,11
1707,237
3079,5
8946,129
2168,2
8091,318
313,61
11474,28
3285,444
7711,90
5920,3
10554,377
7599,22
8714,68
4651,317
13712,278
13726,8
9698,14
4625,433
17036,181
8080,244
1761,51
12886,9
13689,483
14237,328
17084,218
8467,56
16542,65
6944,113
2763,106
4548,186
8749,388
12070,12
5888,226
13986,218
612,149
16381,148
11599,201
7482,79
3933,450
7367,196
9734,163
3085,130
1418,228
2587,62
3319,4
16769,178
16004,504
10733,358
3315,41
12868,608
10790,367
8307,157
13620,374
10239,288
11042,24
827,27
16604,187
13451,292
5112,173
13446,198
9191,169
727,76
4678,398
12385,36
452,126
6765,125
2599,5
11535,471
5475,74
7783,85
15824,392
9973,226
14415,597
1629,44
2947,342
4188,246
12540,427
16414,449
13307,353
3367,3
15760,379
421,78
17256,32
14433,300
8754,118
11529,247
15251,209
8611,207
884,99
14975,12
2543,225
16105,507
13170,220
15449,269
13597,913
16858,12
13851,68
7813,17
14961,336
15631,268
11999,66
601,16
7264,66
13773,42
1963,164
5744,531
10369,2
16451,4
1517,98
8683,151
3402,141
4323,140
2439,32
2047,1
13140,369
11103,433
16936,167
6665,44
11225,297
7568,46
11655,405
13303,288
6356,193
8295,17
9958,106
10329,299
16806,103
5145,13
9618,268
6491,16
15993,165
10636,28
564,116
4966,256
10936,487
2042,24
10621,472
2137,45
5215,5
9075,16
16927,23
14019,39
729,190
2971,385
12906,245
2526,2
7579,198
648,3
74,4
13996,162
7044,3
4187,456
1113,17
3875,498
14138,157
8848,88
11314,609
10734,658
12893,328
10126,23
14435,338
8039,75
446,81
9208,203
14172,641
4382,127
836,30
5366,150
10630,156
6521,112
9239,235
7932,1
13260,411
1174,56
14140,668
15914,584
13590,231
442,57
5481,14
11450,120
6486,162
7468,203
2513,107
1325,87
17047,15
8076,1
8766,8
12920,322
11733,14
9615,192
8604,32
12463,264
7619,35
5617,152
3353,153
13579,192
2676,199
2427,43
2122,33
15336,11
6514,54
4538,79
7966,292
17220,11
4140,206
2041,27
8667,71
13715,236
4802,104
6243,301
12038,530
11531,231
5961,230
12626,151
457,6
407,33
8499,16
9319,5
9757,71
8178,220
8154,107
17116,21
9514,444
11901,21
1340,4
10983,517
2660,521
16228,187
9656,2
14917,338
6641,21
12255,556
13821,122
12644,137
7954,71
16271,342
5664,115
7661,157
1862,261
3693,551
7293,238
8578,3
476,53
11065,27
5778,7
741,39
2456,3
7986,126
2255,53
14927,5
14892,453
14497,22
5619,145
9905,529
9918,91
16412,365
14281,37
45,31
4427,457
1045,33
11638,75
9623,122
6952,18
3660,188
8145,74
15775,236
2149,158
11604,370
15501,146
6268,99
8747,78
13197,18
7294,372
7583,124
13602,278
5405,6
2902,361
16803,171
1371,148
1089,7
13487,25
17351,102
9059,489
16942,406
1095,272
12021,15
14270,683
12658,573
2808,105
179,69
8224,247
15183,470
8407,105
4259,492
10506,198
673,185
6119,372
12244,671
15466,348
7957,8
4486,303
2508,162
15347,620
15614,884
10837,573
5243,390
7049,299
16583,325
551,2
8450,140
15410,143
960,120
5494,282
15726,212
9709,112
12635,377
5910,68
674,112
2699,444
14455,276
13411,161
1275,7
4171,275
4388,596
12829,530
16738,10
926,3
11167,528
718,18
4913,138
15961,638
14487,452
12133,653
8369,432
2876,410
5190,3
8190,121
10994,12
4099,327
14000,546
14817,408
6688,20
1027,57
1557,37
12049,17
17320,48
14603,245
16202,353
9192,120
14325,115
9368,22
9542,172
11536,309
8735,289
2789,50
16821,541
16758,44
16255,34
16184,30
7779,184
2755,299
4161,94
4294,305
3094,270
8060,50
998,3
9446,164
3702,3
15489,381
17279,117
11715,463
5255,288
17175,56
13932,441
16102,233
6436,591
15035,640
4565,10
16911,285
4271,269
6098,203
10753,5
13094,430
9265,142
9979,149
10840,432
12742,6
4361,178
1671,11
14852,151
2559,199
14645,344
3184,172
13461,11
17319,45
5845,20
11539,60
11322,110
10527,721
5483,92
16079,198
1126,171
684,111
16439,182
153,72
2000,2
16635,183
11298,202
14063,3
7614,137
16680,203
13498,343
6345,136
3611,125
6132,79
13532,47
10453,107
17306,62
11721,219
15935,214
14153,255
9141,110
11034,165
113,43
16398,83
5560,236
9951,94
8958,38
1825,276
14504,471
15348,659
11244,235
5430,3
6266,61
11725,717
3019,327
15488,387
12717,14
114,42
3867,52
14562,121
16077,181
1654,71
11702,680
2897,154
2973,268
14544,11
5777,35
11903,6
10502,541
9425,141
635,91
14750,877
4319,176
15167,29
104,79
8344,191
2996,598
4449,38
4550,165
2449,24
12590,744
4185,124
2506,188
2865,21
9649,20
14008,160
5996,176
8193,17
16922,268
13258,241
1225,4
12860,68
15944,50
2762,113
13298,127
12620,94
10124,101
11672,558
7174,170
12444,466
10194,226
12195,67
12957,42
7113,39
5875,75
9479,77
8300,209
1213,78
10085,109
10326,72
17249,15
10681,1
3252,234
14052,464
3507,29
16666,7
12736,458
6716,197
7421,211
5871,6
13225,42
14036,47
12532,651
10685,370
10269,153
10668,414
739,1
16321,271
7866,202
8234,396
10820,156
8800,324
8579,10
13392,7
12863,5
15022,95
3568,203
13234,242
5104,204
4196,579
371,21
16707,221
13213,849
1972,19
4138,51
5650,214
3929,215
5899,179
1302,103
11374,3
7716,6
4712,23
6338,209
9161,182
12249,289
10957,536
13940,67
2260,31
306,8
5386,308
10542,516
12242,144
16391,395
7856,46
5861,106
14929,56
2292,55
2373,321
8615,242
4369,155
2830,314
1919,225
1358,88
5347,283
2388,170
4019,401
1861,118
4594,274
13114,241
11431,151
7289,34
6778,95
9438,4
2271,142
16447,32
16223,310
10700,93
3339,35
12522,159
16425,18
8258,324
15593,195
11299,187
17127,267
2279,130
3830,159
10934,822
1865,71
4079,352
78,100
16617,4
10523,263
6779,106
15662,233
2059,65
13112,276
8508,4
8017,248
14594,210
16067,11
1010,243
16029,222
301,15
5460,190
15629,387
7772,142
14469,32
14602,211
3179,347
830,15
1453,89
17003,9
6840,205
16149,627
5278,385
12510,413
16195,419
7386,456
7844,118
15828,582
10984,413
16679,303
15628,834
9854,312
10291,159
12619,172
10370,1
11032,421
15213,18
2030,64
736,12
5542,367
11674,518
17195,17
15179,727
3931,355
9428,450
13723,150
11394,157
9207,175
3103,5
459,1
215,3
12729,272
7512,185
15312,11
2933,52
3129,17
3880,189
270,68
14812,766
11705,247
6285,293
11475,55
6948,31
10093,211
4233,123
11636,153
1339,3
14404,693
8175,64
15240,10
2438,31
15552,10
2819,371
9482,70
9124,23
15810,207
3858,178
6174,374
2775,416
5537,651
14045,305
11006,411
3287,248
12302,110
5572,15
4727,309
13174,70
7761,21
3580,22
8970,231
7332,2
8654,14
10123,100
8148,19
10714,220
289,37
14251,136
4520,25
3141,237
323,36
5725,84
16649,392
13270,9
16644,27
5206,371
2589,51
10633,32
13388,53
9407,264
12995,404
276,33
15661,425
12994,409
7576,75
5288,18
3871,4
1674,282
14054,812
13998,407
9299,91
12497,316
9922,148
4396,16
11848,230
10627,284
6687,5
7835,13
8824,256
16048,588
7573,3
6448,5
11663,28
9727,25
13536,8
14134,19
2472,83
7432,46
14417,314
9173,2
3144,151
4534,337
8672,7
6531,309
5507,351
7539,451
14656,391
3537,128
14092,682
3687,183
11141,265
12206,383
17139,70
14764,770
7594,30
1598,18
16983,220
614,89
11622,199
3788,337
6207,7
7296,386
15721,46
11617,24
7655,369
7210,19
3337,131
8814,72
1551,18
603,157
12989,275
3410,90
13991,21
8487,4
4463,314
14886,202
8964,92
15181,712
5240,25
1331,79
9271,4
1793,78
11714,165
16742,759
6409,167
7900,279
11019,111
659,65
232,24
15841,9
13344,19
16107,245
8682,176
7548,10
3599,293
6176,200
7688,78
12006,432
8412,6
8062,33
13409,333
2768,7
10204,25
5502,5
1306,282
12724,673
3156,194
16433,219
5677,75
2867,79
3185,184
5180,527
4794,215
4496,26
6135,1
3900,261
12859,87
5681,4
8764,60
9765,258
12637,823
8430,17
13087,485
6787,125
17360,3
16247,321
14585,268
336,72
9241,113
10709,286
14413,864
1693,1
5724,157
1655,94
8406,123
1389,1
9780,116
1570,38
10376,143
7597,2
14985,421
794,52
15777,306
9110,123
1481,4
7477,28
3132,134
14682,194
17119,9
14389,845
14591,4
13611,495
264,39
12326,512
5400,230
11256,4
10770,335
9756,44
12167,36
5901,69
9943,272
13550,741
4571,486
15761,295
2402,47
15431,6
4003,299
8176,235
13246,5
2370,81
13358,312
7172,105
5516,591
5077,113
11821,576
13473,156
913,62
9931,369
7797,230
1270,27
378,1
13366,15
4904,27
10661,39
13021,413
1351,78
14462,853
13341,168
9738,231
11517,24
5365,111
5346,182
7841,407
588,24
8348,127
16050,230
1572,34
13768,513
7836,5
5131,343
1328,25
8706,73
1683,217
4465,214
11208,9
14025,543
2183,160
13835,489
5073,97
16347,129
4227,54
2708,521
10067,70
14911,151
914,48
7639,108
5608,237
13154,31
14298,198
3247,5
12632,403
8357,206
14705,206
13387,166
20,37
668,2
6734,6
10882,345
12933,25
16603,224
9791,129
2844,186
6503,147
236,3
14257,40
871,176
12722,161
16208,5
14639,9
5155,193
15075,556
12857,253
12814,93
6142,317
13410,244
14902,4
9252,274
5545,191
12388,710
12130,367
15006,474
2785,143
2464,343
1096,169
744,133
6573,129
95,2
10785,201
3650,86
1790,4
4060,31
6034,74
6752,123
12988,194
14150,669
12762,257
14572,632
8655,40
4514,55
13719,665
3699,41
16254,87
10539,20
4541,5
16453,20
8305,222
4968,205
15550,6
16018,6
10589,361
9153,4
12190,48
12743,8
16762,9
8898,73
11366,379
1999,3
167,5
13092,389
7273,237
14332,162
14919,324
16249,567
7883,5
15415,193
6324,17
16159,124
5194,343
16841,250
8658,201
3794,131
12413,303
6919,165
14654,792
10842,232
6347,37
9473,276
3021,550
1935,100
2208,141
15897,8
15267,515
16379,6
7241,292
4370,73
13812,492
2810,146
7839,104
13806,249
16809,29
1425,106
16180,171
2209,102
11227,82
4112,14
15216,10
8376,154
3345,112
8988,36
15774,171
3137,437
1951,20
238,27
12942,184
14320,363
12131,466
13189,270
12772,590
7972,175
16442,44
12358,11
3614,369
11075,202
8518,131
8693,13
16304,87
7137,36
3835,326
9202,232
16294,267
8569,151
3204,202
17114,50
500,39
9504,66
6783,6
11983,586
15090,188
11786,135
3011,425
9549,338
5285,74
9537,299
12002,25
16609,344
17270,75
15007,626
15688,259
12367,239
15263,7
8321,32
11495,16
10722,294
7857,22
15103,227
10006,71
14339,233
15370,314
7333,3
10893,41
14016,10
5127,382
2571,33
3375,210
5947,52
2489,144
13718,812
8737,123
2067,27
5222,149
3961,161
2821,108
7842,208
3778,68
8337,17
1962,147
1877,26
3815,206
7930,15
16634,245
14629,808
3859,330
2536,177
10338,171
11056,479
9172,4
8381,147
15555,476
14428,808
16781,93
13785,310
10225,4
4638,47
3803,92
4011,33
11178,134
10485,185
2181,273
5342,153
6340,570
6969,108
2928,152
3505,106
7745,40
2689,148
12615,579
17094,42
3864,243
15243,260
12122,113
13211,280
5887,237
4411,265
6305,17
16585,542
4811,104
10117,205
6555,282
5666,207
4437,316
1288,94
833,1
14838,442
16859,27
14175,488
2441,63
10864,494
10232,264
4299,144
17071,15
9268,29
10026,527
3873,121
4183,8
16514,127
6981,333
12451,177
3805,311
7871,36
14561,184
525,21
4739,381
7691,6
2184,91
2737,153
4130,179
4166,150
2540,432
278,7
2001,8
15224,323
7478,6
16364,251
13025,258
11769,318
13833,527
6349,11
15057,328
10715,211
4170,202
2029,154
8370,259
12948,387
15694,132
1439,3
4113,29
7262,7
8554,4
17011,356
14897,233
12307,73
1745,210
16125,274
13041,236
7041,94
1541,99
5151,370
10624,830
16065,92
16286,367
4415,285
16984,273
13184,376
4545,121
10644,223
13959,623
12598,9
12754,190
1313,69
5050,271
8141,124
16843,285
5465,375
16898,257
8315,41
9056,29
6696,180
4826,50
7827,204
54,154
3954,367
7211,10
14532,474
11412,376
15936,344
16423,46
16269,201
5477,64
11370,89
9463,6
9496,274
14078,854
428,76
12633,393
5965,88
9127,1
4814,243
491,70
9154,13
16069,27
4801,125
10412,202
538,60
16995,184
6032,245
8008,283
2426,64
11201,271
2907,56
14493,79
6272,138
9259,224
14003,562
10521,201
14667,82
8598,30
2544,172
15899,3
9760,31
3468,152
10950,376
2613,376
4759,13
9580,2
6706,57
1287,137
12318,493
9817,74
3281,456
10017,230
15198,479
14044,673
5319,281
4097,229
6651,470
3768,218
6625,465
3326,180
3336,188
10990,64
1662,150
12501,116
1305,259
6753,114
3700,23
12937,47
7229,282
96,2
4489,143
14644,719
1143,55
1616,112
15797,343
3035,442
3352,190
2111,148
1256,59
406,41
9448,198
4062,5
4609,223
7272,201
7013,237
6290,452
1657,79
5784,258
1178,29
8903,93
13953,281
5641,237
1880,6
8123,60
8795,7
11077,579
1918,150
6488,88
16413,413
12467,397
9777,226
4293,383
9291,69
9497,243
8936,3
3191,283
10010,4
6451,67
4686,3
16717,502
2454,25
10339,147
11939,316
16483,199
13135,233
4862,151
6671,365
5119,10
5971,37
16882,8
328,8
16825,246
7945,276
13483,166
12669,88
13233,280
8371,129
10259,251
13141,576
16440,109
12180,501
5314,24
16605,220
15969,89
1318,1
7328,45
13549,847
3728,20
14112,5
5308,73
5831,152
7129,41
10823,62
7218,472
3406,378
1273,2
16030,196
8636,300
8277,173
9936,46
16151,605
11147,658
15475,186
6874,70
7830,104
5940,116
12936,11
4477,268
332,10
14136,9
9741,311
11948,70
7864,342
19,35
6784,7
11011,118
10707,17
1355,242
16494,57
7961,63
14084,60
10267,302
6033,144
13179,52
418,47
10795,220
14315,350
12975,363
12645,95
12483,87
4179,30
15792,5
4324,119
4395,35
15646,10
5297,259
3016,202
3914,16
11010,130
3639,335
692,2
178,76
3820,16
408,20
6431,254
15667,131
5290,44
2496,151
9490,16
2995,304
11068,595
5224,191
14115,464
1451,164
10911,759
11748,357
10201,4
7389,152
15619,99
4907,456
1240,137
12827,483
2048,2
11795,439
6218,185
3111,279
2825,181
12733,811
8911,3
16005,493
12550,6
11292,580
10761,220
1116,3
2131,292
7925,190
14425,40
6988,284
7690,14
15325,900
591,79
9759,64
8847,108
9113,115
9423,148
14155,121
832,3
9766,216
3334,358
2510,72
940,174
9373,144
11306,31
14344,241
8111,187
5446,165
14792,297
3526,285
3055,6
2392,159
1004,53
12971,230
3682,334
14524,129
4656,207
16047,387
631,65
1528,9
12026,79
85,83
12712,362
10483,223
11200,375
14931,545
4436,167
13056,6
14396,38
15549,29
12289,45
16458,251
10102,85
13110,186
12074,160
3856,209
7713,39
920,97
7978,74
14053,818
7280,115
14710,17
10009,6
2282,87
2979,53
15467,460
1182,7
7753,149
13763,295
2981,8
9736,134
4881,123
7981,11
15497,190
15972,16
16773,270
10385,479
9129,1
10468,30
10152,76
9770,34
11772,421
13220,69
8953,102
17356,34
5624,12
13683,40
1765,2
16486,198
14595,500
9254,111
3592,248
5504,24
13957,810
13317,118
6562,73
10153,80
3566,165
6583,260
9278,105
2682,153
17095,20
14755,109
17377,90
9210,208
14362,377
11877,19
14110,15
14043,436
1276,22
1130,59
14024,505
905,6
16902,34
4929,90
8292,26
12560,95
526,7
7907,9
7533,134
9634,78
11589,24
15337,10
11625,278
12614,823
17138,112
13031,5
11592,2
10280,284
14962,298
12928,445
12183,442
12757,691
5235,46
221,30
4002,205
17290,51
7285,8
14554,512
15901,24
720,155
16887,334
12880,475
1894,84
14108,76
3664,180
3230,164
4340,436
5945,8
9347,493
17261,5
13029,17
4808,8
2515,192
6657,152
431,28
283,3
513,99
11040,2
13770,288
10077,55
14880,11
16217,94
14376,12
10905,283
9855,263
7618,53
7875,358
12217,33
1183,40
2528,15
9096,121
1237,63
6979,143
10213,136
1164,8
1556,12
